district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
01,712813,282045,377898,1618,12779,147,26088,12238,39.568,53.015,0.227,1.793,0.021,3.66,1.717
02,712813,251051,397707,2332,4816,177,41674,15056,35.22,55.794,0.327,0.676,0.025,5.846,2.112
03,712813,549697,33349,2721,25680,187,85660,15519,77.117,4.679,0.382,3.603,0.026,12.017,2.177
04,712813,381478,34079,6412,19777,375,243614,27078,53.517,4.781,0.9,2.775,0.053,34.176,3.799
05,712813,572364,19841,2557,46994,290,51686,19081,80.297,2.783,0.359,6.593,0.041,7.251,2.677
06,712813,604450,18118,1427,55761,180,19423,13454,84.798,2.542,0.2,7.823,0.025,2.725,1.887
07,712812,229591,382946,2113,41570,242,41533,14817,32.209,53.723,0.296,5.832,0.034,5.827,2.079
08,712812,492803,34435,4290,85349,213,75834,19888,69.135,4.831,0.602,11.974,0.03,10.639,2.79
09,712813,509894,63952,2053,86003,217,30758,19936,71.533,8.972,0.288,12.065,0.03,4.315,2.797
10,712813,509308,49003,3566,65154,276,66400,19106,71.45,6.875,0.5,9.14,0.039,9.315,2.68
11,712813,483347,81115,2495,48523,196,76791,20346,67.808,11.38,0.35,6.807,0.027,10.773,2.854
12,712813,560638,121206,1967,7121,361,7789,13731,78.651,17.004,0.276,0.999,0.051,1.093,1.926
13,712813,589270,75599,1646,23057,283,7713,15245,82.668,10.606,0.231,3.235,0.04,1.082,2.139
14,712813,621738,19555,1824,28278,218,27717,13483,87.223,2.743,0.256,3.967,0.031,3.888,1.892
15,712813,663386,28790,1657,3742,178,5584,9476,93.066,4.039,0.232,0.525,0.025,0.783,1.329
16,712813,641876,23536,1670,9785,145,23266,12535,90.048,3.302,0.234,1.373,0.02,3.264,1.759
17,712813,580883,79828,2216,7289,196,24129,18272,81.492,11.199,0.311,1.023,0.027,3.385,2.563
18,712813,654058,25457,1399,15256,169,5753,10721,91.757,3.571,0.196,2.14,0.024,0.807,1.504
ZZ,0,0,0,0,0,0,0,0,,,,,,,
